HA1,,HA2,,HA3,,HA4,,HA5,,HA6,,HA7,,HA8,,HA9,,HB1,,HB2,,HB3,,HB4,,HB5,,HB6,,HB7,,HB8,,HB9,
X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm)
,,,,,,,,,,,,,,,,,,,,,,,,-15.366406,13.396471,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.690145,20.049307,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12.345547,16.222803,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.659283,15.133269,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,19.90603,-4.397937,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.328455,-13.439878,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-4.366915,-19.912858,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-12.812296,-15.856763,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.75441,-15.046863,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.028971,3.881304,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.531945,13.228109,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.320754,13.472145,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.597208,20.081939,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12.430679,16.177219,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.73669,15.084016,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,19.937796,-4.325328,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.285829,-13.511758,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-4.293786,-19.944613,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-4.301907,-19.942863,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-12.880912,-15.821071,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.821797,-15.006069,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.05903,3.806876,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.490317,13.300642,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.28285,13.538518,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.523807,20.110688,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12.510242,16.135391,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.809967,15.038013,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,19.969909,-4.249674,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.243196,-13.58315,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.968694,-20.200095,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-4.230526,-19.973974,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-12.955858,-15.779821,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.889786,-14.964319,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.08747,3.739495,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.448675,13.372686,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.240426,13.609544,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.437687,20.141316,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12.582346,16.098909,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.883452,14.991332,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.000234,-4.18102,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.199582,-13.655145,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.901161,-20.225567,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-4.164237,-20.003735,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.023147,-15.744457,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.955872,-14.923938,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.116038,3.670034,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.405417,13.446087,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.203254,13.674254,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.361521,20.169886,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12.66013,16.05756,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.959302,14.941955,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.03062,-4.110766,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.156624,-13.72592,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.837368,-20.250271,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-4.09636,-20.033571,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.091475,-15.707877,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.020424,-14.884618,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.144195,3.601382,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.360198,13.5212,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.16252,13.742508,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.27647,20.199586,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12.739712,16.014315,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.031059,14.895903,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.06115,-4.038418,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.115,-13.794757,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.7681,-20.275507,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-4.024478,-20.063951,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.166847,-15.665015,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.090212,-14.839962,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.172454,3.530642,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.311359,13.59984,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.121486,13.810648,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.192194,20.228773,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12.826428,15.96484,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.117965,14.834973,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.094925,-3.948082,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.062096,-13.875396,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.679704,-20.303018,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.940381,-20.096436,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.246579,-15.617987,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.166248,-14.788873,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.204352,3.436986,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.25983,13.680874,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.069839,13.889877,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.10093,20.258651,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12.907236,15.919547,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.192224,14.785449,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.125702,-3.871027,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.017462,-13.946489,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.617437,-20.326774,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.876338,-20.12468,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.308237,-15.585877,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.227267,-14.751732,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.230179,3.377053,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.225349,13.742394,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.036854,13.948394,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.04252,20.283188,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12.965441,15.892199,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.253947,14.74753,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.149149,-3.830985,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.990636,-13.998053,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.564807,-20.349113,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.82519,-20.15025,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.363116,-15.559299,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.277614,-14.724618,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.254396,3.325731,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.191951,13.80238,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.010362,13.999646,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.981558,20.307914,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,4.082969,20.115427,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.031201,15.858401,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.314522,14.710388,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.178399,-3.759425,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.952856,-14.061051,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.505724,-20.372099,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.762329,-20.177858,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.42874,-15.523209,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.339883,-14.685666,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.281301,3.256806,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.146689,13.875005,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.966516,14.069163,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.898539,20.335595,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,4.008824,20.146148,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.11167,15.812086,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.388366,14.659907,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.209688,-3.675112,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.207129,-3.689156,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.905339,-14.13396,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.423544,-20.397656,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.685763,-20.207748,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.501703,-15.480373,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.411536,-14.63713,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.309194,3.179945,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.095737,13.953283,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.924728,14.136049,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.811437,20.363478,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.187449,15.769166,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.465193,14.605944,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.236917,-3.611453,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.863601,-14.200308,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.360778,-20.42063,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.625028,-20.23449,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.561589,-15.448582,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.466594,-14.604556,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.334409,3.118512,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.061194,14.013342,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.890816,14.194256,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.747604,20.387839,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.248395,15.738277,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.521929,14.571441,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.263264,-3.55154,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.829781,-14.258013,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.305242,-20.442583,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.56563,-20.26079,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.619557,-15.418204,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.521927,-14.571443,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.359293,3.057929,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.024057,14.075846,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.855319,14.253815,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.684621,20.411873,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.314169,15.703014,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.587652,14.527634,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.291022,-3.482264,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.790596,-14.320964,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.235373,-20.465944,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.500253,-20.287927,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.685946,-15.380072,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.584165,-14.531135,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.384644,2.992824,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.983958,14.141136,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.820277,14.312585,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.605346,20.437781,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.387748,15.660744,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.658106,14.478627,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.318546,-3.412831,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.749085,-14.385938,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.166845,-20.488911,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.435227,-20.314771,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.748567,-15.344954,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.645609,-14.491268,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.410488,2.922693,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.937111,14.213123,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.77881,14.377654,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.533266,20.462471,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.451843,15.626199,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.722873,14.434929,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.346152,-3.341296,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.709718,-14.448334,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.107036,-20.510743,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.374456,-20.340679,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.814041,-15.30694,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.703485,-14.454677,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.434105,2.866621,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.902247,14.272112,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.745718,14.433779,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.472335,20.485549,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.517351,15.590106,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.783721,14.394852,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.370916,-3.285722,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.674271,-14.50641,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.050063,-20.532107,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.312576,-20.366566,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.868803,-15.278301,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.757126,-14.422115,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.458712,2.802102,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.86441,14.333875,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.711378,14.490895,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.40293,20.509427,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.557132,20.341029,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.581655,15.55472,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.841027,14.358084,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.39661,-3.223191,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.637905,-14.565109,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.987076,-20.553885,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.254474,-20.391642,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.928996,-15.244466,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.813125,-14.386869,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.482064,2.745308,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.677173,14.547585,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.341754,20.532117,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.641414,15.522998,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.903057,14.316094,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.421356,-3.165419,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.666965,-13.475824,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.603414,-14.621626,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.925954,-20.575285,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.200166,-20.415939,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.985838,-15.213415,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.865263,-14.355334,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.505839,2.683979,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.64661,14.600343,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.277507,20.554954,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.703337,15.489084,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.961552,14.277435,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.447278,-3.09871,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.565547,-14.681213,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.861744,-20.596774,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.135953,-20.441599,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.046623,-15.178457,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.925918,-14.314683,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.530184,2.616625,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.603566,14.665301,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.198833,20.579124,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.775183,15.44602,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.031556,14.226297,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.474795,-3.019596,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.522144,-14.745933,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.789523,-20.618749,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.061798,-20.468527,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.112045,-15.13887,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.985789,-14.274499,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.554677,2.546182,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.702195,14.588463,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.564833,14.725604,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.1284,20.602128,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.836563,15.41192,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.089834,14.187131,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.49847,-2.964881,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.488756,-14.800463,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.737934,-20.638734,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-3.013509,-20.491377,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.161431,-15.113955,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.03327,-14.247055,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.576185,2.498286,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.671159,14.64165,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.539674,14.772227,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.081064,20.622561,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.887545,15.386908,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.135464,14.161164,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.520811,-2.918416,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.536454,-13.720038,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.464781,-14.84557,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.693691,-20.657983,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.966113,-20.513971,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.208977,-15.090587,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.080023,-14.220188,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.597112,2.45425,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.64346,14.691271,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.512954,14.820207,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.02375,20.643856,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.943647,15.357053,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.19122,14.124136,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.544558,-2.861031,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.429249,-14.901717,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.631033,-20.678591,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.908294,-20.537921,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.268766,-15.055454,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.135585,-14.183739,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.62082,2.385423,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.600756,14.755555,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.473607,14.880295,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.949491,20.66659,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.008142,15.319283,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.254317,14.078859,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.56989,-2.790714,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.389563,-14.961582,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.563792,-20.699349,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.840997,-20.563006,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.32956,-15.019061,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.19276,-14.145265,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.643631,2.3224,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.56204,14.815534,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.436884,14.937518,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.886496,20.688021,,,,,,,,,,
