HA1,,HA2,,HA3,,HA4,,HA5,,HA6,,HA7,,HA8,,HA9,,HB1,,HB2,,HB3,,HB4,,HB5,,HB6,,HB7,,HB8,,HB9,
X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm),X(mm),Y(mm)
,,,,,,,,,,,,,,,,,,,,,,,,14.068149,15.285295,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.311906,14.039181,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.593741,-2.729633,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.355757,-15.015502,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.505877,-20.719204,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.788357,-20.585872,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.380572,-14.991738,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.241724,-14.115343,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.664784,2.27263,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.535559,14.863231,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.411439,14.983609,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.832817,20.708426,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.117113,15.261234,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.358656,14.01106,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.615615,-2.682268,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.327896,-15.063516,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.458789,-20.738131,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.74106,-20.60788,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.430106,-14.965633,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.286249,-14.090022,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.685924,2.221778,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.500352,14.919234,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.379732,15.035526,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.77159,20.729332,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.176265,15.227517,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.414408,13.972823,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.639647,-2.617006,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.291917,-15.119023,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.395705,-20.758029,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.67932,-20.63165,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.487117,-14.932086,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.342874,-14.051334,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.707978,2.160907,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.460047,13.945494,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.461348,14.978627,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.343507,15.09151,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.704284,20.750549,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.235349,15.193574,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.473078,13.931035,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.66329,-2.553099,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.256455,-15.173771,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.329014,-20.777959,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.618957,-20.655046,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.544775,-14.89763,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.395371,-14.016861,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.729602,2.102408,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.424992,15.035163,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.312155,15.142613,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.644826,20.770919,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.471689,15.894972,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.290726,15.162839,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.523315,13.898318,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.685541,-2.498987,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.225175,-15.224353,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.277173,-20.796763,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.568879,-20.676977,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.59452,-14.870659,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.443112,-13.987381,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.750669,2.04778,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.390596,15.089547,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.281359,15.192974,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.591242,20.790662,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.344595,15.133284,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.57615,13.86244,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.707592,-2.445266,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.194457,-15.274196,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.225246,-20.815438,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.513753,-20.69939,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.646708,-14.841079,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.491468,-13.957009,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.770827,2.001019,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.364348,15.135945,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.25149,15.242256,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.528586,20.810928,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.39588,15.105958,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.626921,13.828617,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.729961,-2.387476,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.163573,-15.323985,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.170738,-20.834123,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.462979,-20.721126,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.696365,-14.813783,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.540104,-13.926108,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.791861,1.943711,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.32959,15.190206,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.221827,15.291146,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.469318,20.830761,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.669465,20.711192,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.44929,15.07639,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.678285,13.793872,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.752226,-2.329078,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.131787,-15.374397,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.111634,-20.852908,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.409143,-20.743084,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.749527,-14.782793,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.589024,-13.89467,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.812828,1.885302,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.293173,15.245766,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.188328,15.343387,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.410445,20.850392,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.609339,20.734501,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.506974,15.04247,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.728922,13.759695,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.774002,-2.273553,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.096503,-15.427793,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.053438,-20.871475,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.349722,-20.765524,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.801921,-14.752333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.640544,-13.860071,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.833589,1.827287,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.256551,15.301248,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.15391,15.396241,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.34297,20.870406,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.546611,20.757943,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.563146,15.009737,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.78574,13.718157,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.796849,-2.206467,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.059174,-15.482798,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.986121,-20.890309,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.287206,-20.788124,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.859904,-14.716001,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.691666,-13.825666,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.854441,1.766171,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.22193,15.354601,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.121525,15.446993,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.284388,20.889649,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.616744,14.979248,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.836551,13.683228,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.817883,-2.154722,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.03206,-15.528308,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.938253,-20.908055,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.245013,-20.808339,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.904429,-14.693028,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.734778,-13.800139,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.87339,1.72596,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.19598,15.399724,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.097139,15.490256,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.24325,20.907694,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.447717,20.801107,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.66061,14.95807,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.879439,13.65726,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.838236,-2.108378,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.008175,-15.570755,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.899329,-20.925309,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.19776,-20.828999,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.949285,-14.669568,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.776865,-13.775626,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.892945,1.677167,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.835251,2.284807,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.167675,15.446845,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.071511,15.534497,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.187999,20.926459,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.710534,14.930782,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.927518,13.625058,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.859126,-2.055457,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.974431,-15.621885,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.843774,-20.943163,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.145928,-20.850013,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.002175,-14.637717,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.826504,-13.742264,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.913088,1.619268,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.858031,2.218521,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.13328,15.499344,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.036791,15.586782,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.12613,20.945432,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.332473,20.845596,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.767205,14.896609,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.981076,13.586188,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.881127,-1.989423,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.939388,-15.673952,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.778086,-20.961247,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.08199,-20.872101,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.056065,-14.604595,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.878047,-13.706455,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.932998,1.562273,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.87993,2.158617,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.097957,15.552451,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.005636,15.635641,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.071196,20.963865,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.277691,20.867276,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.818107,14.867912,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.030324,13.552114,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.901394,-1.939803,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.831469,-13.783892,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.91358,-15.717614,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.727877,-20.978591,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-2.038976,-20.891952,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.10185,-14.579617,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.920342,-13.681148,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.951954,1.516227,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.899887,2.116136,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.069172,15.599414,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.979205,15.680087,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.024215,20.981761,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.228815,20.888171,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.862197,14.845821,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.072699,13.525962,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.921314,-1.8926,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.885374,-15.763239,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.677089,-20.99583,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.990363,-20.91224,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.149001,-14.553044,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.963903,-13.654197,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.970881,1.469098,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.921393,2.057033,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.041742,15.644985,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.949629,15.727172,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.958534,21.000412,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.171834,20.909788,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.914436,14.815386,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.12345,13.489643,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.941791,-1.837791,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.851729,-15.813465,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.619677,-21.013141,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.935146,-20.933019,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.201675,-14.520508,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.013637,-13.619821,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.990754,1.406295,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.942878,1.996318,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-14.00176,15.701597,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.915745,15.777879,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.899296,21.01858,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.116255,20.931099,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14.969101,14.782268,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.175091,13.451984,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.962766,-1.775344,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.818292,-15.863298,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.562165,-21.030297,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.88033,-20.95361,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.252209,-14.489981,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.0607,-13.588353,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.009761,1.353959,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.964001,1.937503,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.967978,15.752423,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.885479,15.825192,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.843492,21.036439,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.015922,14.756874,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.220219,13.421912,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.982525,-1.725363,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.78926,-15.909103,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.514659,-21.047051,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.83397,-20.973312,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.297834,-14.464423,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.102826,-13.562531,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.028104,1.310104,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-20.983738,1.892163,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.943111,15.795164,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.860769,15.867471,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.798701,21.053732,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.013342,20.972458,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.062705,14.731343,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.26594,13.39092,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.002165,-1.675296,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.762,-15.95321,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.465564,-21.063732,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.785016,-20.993124,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.344814,-14.437252,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.147517,-13.533485,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.046629,1.261637,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.911666,15.843543,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.831744,15.913365,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.738181,21.071484,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.959986,20.993113,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.110514,14.704581,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.311926,13.359394,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.021763,-1.624136,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.734227,-15.997605,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.406793,-21.080485,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.736469,-21.012782,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.388984,-14.412894,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.189896,-13.507021,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.065248,1.209556,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.023524,1.794194,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.879304,15.892533,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.803726,15.958221,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.688686,21.088703,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.913085,21.013039,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.156521,14.679494,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.357219,13.328506,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.041276,-1.572382,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.704776,-16.043279,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.361583,-21.096847,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.688351,-21.032288,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.436917,-14.384341,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.234822,-13.477323,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.083628,1.15941,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.043874,1.737517,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.850601,15.938145,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.77519,16.003367,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.63102,21.106051,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.208469,14.648074,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.40565,13.293542,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.060882,-1.517513,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13.672492,-16.091195,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.300106,-21.11335,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-1.633595,-21.052196,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-15.488933,-14.351186,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-16.282605,-13.443971,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.102099,1.105136,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-21.06423,1.678722,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.814092,15.990334,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-13.741513,16.052748,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.574275,21.123213,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.798351,21.054354,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.259305,14.617576,,,,,,,,,,
